Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Team
2020-01-31,20:30,Liga 1,Torneo Apertura,Fri,Away,W,3,2,Alianza Lima,,,Diego Hernán Morales,4-4-2,3-4-3,Augusto Menéndez,Match Report,,Alianza Universidad
2020-02-09,15:00,Liga 1,Torneo Apertura,Sun,Home,W,1,0,Carlos Stein,,,,4-2-3-1,5-3-2,David Huaman,Match Report,,Alianza Universidad
2020-02-16,11:00,Liga 1,Torneo Apertura,Sun,Away,W,2,1,USMP,,,,4-2-3-1,4-3-3,Jesús Cartagena,Match Report,,Alianza Universidad
2020-02-24,20:00,Liga 1,Torneo Apertura,Mon,Home,W,1,0,Cienciano,,,,4-3-3,4-4-2,Michael Espinoza,Match Report,,Alianza Universidad
2020-02-29,20:00,Liga 1,Torneo Apertura,Sat,Home,W,3,0,Llacuabamba,,,,,,Fernando Legario,Match Report,,Alianza Universidad
2020-03-09,15:00,Liga 1,Torneo Apertura,Mon,Away,D,1,1,Ayacucho,,,Diego Hernán Morales,4-4-2,4-2-3-1,Joel Alarcón,Match Report,,Alianza Universidad
2020-08-19,13:15,Liga 1,Torneo Apertura,Wed,Home,L,0,1,Mannucci,,,Diego Hernán Morales,4-4-2,4-2-3-1,Víctor Carrillo,Match Report,,Alianza Universidad
2020-08-27,13:15,Liga 1,Torneo Apertura,Thu,Away,D,1,1,Atlético Grau,,,Diego Hernán Morales,4-4-2,4-2-3-1,Renzo Castañeda,Match Report,,Alianza Universidad
2020-08-31,15:30,Liga 1,Torneo Apertura,Mon,Home,D,1,1,Dep Municipal,,,Diego Hernán Morales,4-4-2,4-2-3-1,Roberto Pérez,Match Report,,Alianza Universidad
2020-09-07,13:15,Liga 1,Torneo Apertura,Mon,Away,L,2,3,Universitario,,,Diego Hernán Morales,4-4-2,4-2-3-1,Kevin Ortega,Match Report,,Alianza Universidad
2020-09-11,11:00,Liga 1,Torneo Apertura,Fri,Home,L,1,2,Binacional,,,Diego Hernán Morales,4-3-3,4-4-2,Diego Haro,Match Report,,Alianza Universidad
2020-09-19,18:00,Liga 1,Torneo Apertura,Sat,Away,L,1,2,Sporting Cristal,,,Diego Hernán Morales,4-2-3-1,4-3-3,Roberto Pérez,Match Report,,Alianza Universidad
2020-09-23,11:00,Liga 1,Torneo Apertura,Wed,Home,W,1,0,Cusco,,,,4-2-3-1,4-2-3-1,José Mendoza,Match Report,,Alianza Universidad
2020-09-28,15:30,Liga 1,Torneo Apertura,Mon,Away,L,0,1,Melgar,,,Diego Hernán Morales,4-2-3-1,4-3-3,Víctor Carrillo,Match Report,,Alianza Universidad
2020-10-01,15:30,Liga 1,Torneo Apertura,Thu,Home,D,0,0,UTC,,,Diego Hernán Morales,4-4-2,4-2-3-1,Jonathan Zamora,Match Report,,Alianza Universidad
2020-10-05,15:30,Liga 1,Torneo Apertura,Mon,Away,W,1,0,Sport Huancayo,,,Diego Hernán Morales,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,,Alianza Universidad
2020-10-09,15:30,Liga 1,Torneo Apertura,Fri,Home,D,0,0,U César Vallejo,,,Diego Hernán Morales,4-2-2-2,3-4-3,Roberto Pérez,Match Report,,Alianza Universidad
2020-10-12,15:00,Liga 1,Torneo Apertura,Mon,Away,W,2,1,Cantolao,,,Diego Hernán Morales,4-2-2-2,4-2-3-1,Pablo López,Match Report,,Alianza Universidad
2020-10-17,15:30,Liga 1,Torneo Apertura,Sat,Home,L,0,1,Sport Boys,,,Diego Hernán Morales,4-2-2-2,4-4-2,Víctor Carrillo,Match Report,,Alianza Universidad
2020-10-26,13:00,Liga 1,Group Stage,Mon,Home,L,0,1,USMP,,,Diego Hernán Morales,4-4-2,4-3-3,Renzo Castañeda,Match Report,,Alianza Universidad
2020-10-31,15:30,Liga 1,Group Stage,Sat,Home,L,0,1,Universitario,,,Diego Hernán Morales,4-4-2,4-2-3-1,Augusto Menéndez,Match Report,,Alianza Universidad
2020-11-04,15:30,Liga 1,Group Stage,Wed,Away,L,1,2,Binacional,,,Diego Hernán Morales,4-4-2,4-2-3-1,Michael Espinoza,Match Report,,Alianza Universidad
2020-11-07,11:00,Liga 1,Group Stage,Sat,Home,W,3,2,Carlos Stein,,,Diego Hernán Morales,4-4-2,4-2-3-1,Miguel Santiváñez,Match Report,,Alianza Universidad
2020-11-10,18:00,Liga 1,Group Stage,Tue,Away,L,0,2,Sporting Cristal,,,Diego Hernán Morales,4-4-2,4-1-4-1,Luis Garay Evia,Match Report,,Alianza Universidad
2020-11-13,13:15,Liga 1,Group Stage,Fri,Away,W,2,1,UTC,,,Diego Hernán Morales,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Alianza Universidad
2020-11-19,15:00,Liga 1,Group Stage,Thu,Home,D,1,1,Cantolao,,,Diego Hernán Morales,4-2-3-1,4-4-2,Joel Alarcón,Match Report,,Alianza Universidad
2020-11-23,13:15,Liga 1,Group Stage,Mon,Away,L,0,2,Cienciano,,,Diego Hernán Morales,4-2-3-1,3-5-2,Jonathan Zamora,Match Report,,Alianza Universidad
2020-11-28,15:30,Liga 1,Group Stage,Sat,Away,D,1,1,Atlético Grau,,,Diego Hernán Morales,4-3-3,4-2-3-1,Edwin Ordóñez,Match Report,,Alianza Universidad
2020-02-02,11:00,Liga 1,Torneo Apertura,Sun,Home,W,3,1,Ayacucho,,,Diego Penny,4-3-3,4-4-2,Renzo Castañeda,Match Report,,Universidad San Martin
2020-02-09,15:00,Liga 1,Torneo Apertura,Sun,Away,L,0,4,Cienciano,,,,4-3-3,4-2-3-1,Fernando Legario,Match Report,,Universidad San Martin
2020-02-16,11:00,Liga 1,Torneo Apertura,Sun,Home,L,1,2,Alianza Univ,,,Diego Penny,4-3-3,4-2-3-1,Jesús Cartagena,Match Report,,Universidad San Martin
2020-02-24,15:00,Liga 1,Torneo Apertura,Mon,Away,W,2,1,Llacuabamba,,,,,,Joel Alarcón,Match Report,,Universidad San Martin
2020-03-01,11:00,Liga 1,Torneo Apertura,Sun,Home,D,2,2,Mannucci,,,Diego Penny,4-3-3,4-2-3-1,Víctor Carrillo,Match Report,,Universidad San Martin
2020-03-08,13:15,Liga 1,Torneo Apertura,Sun,Away,D,0,0,Atlético Grau,,,Diego Penny,4-3-3,4-2-3-1,Roberto Pérez,Match Report,,Universidad San Martin
2020-08-18,18:00,Liga 1,Torneo Apertura,Tue,Home,L,0,1,Dep Municipal,,,Diego Penny,4-3-3,4-2-3-1,Renzo Castañeda,Match Report,,Universidad San Martin
2020-08-27,11:00,Liga 1,Torneo Apertura,Thu,Away,L,0,2,Universitario,,,Diego Penny,4-4-2,4-2-3-1,Miguel Santiváñez,Match Report,,Universidad San Martin
2020-09-01,13:15,Liga 1,Torneo Apertura,Tue,Home,D,0,0,Binacional,,,Saúl Salas,4-4-2,4-2-3-1,Fernando Legario,Match Report,,Universidad San Martin
2020-09-09,13:00,Liga 1,Torneo Apertura,Wed,Away,L,0,2,Sporting Cristal,,,Diego Penny,4-3-3,4-2-3-1,Diego Haro,Match Report,,Universidad San Martin
2020-09-14,11:00,Liga 1,Torneo Apertura,Mon,Home,L,1,2,Cusco,,,Diego Penny,4-3-3,4-3-2-1,Jonathan Zamora,Match Report,,Universidad San Martin
2020-09-18,15:30,Liga 1,Torneo Apertura,Fri,Away,D,1,1,Melgar,,,Diego Penny,4-3-3,4-3-3,Augusto Menéndez,Match Report,,Universidad San Martin
2020-09-22,11:00,Liga 1,Torneo Apertura,Tue,Home,D,1,1,UTC,,,Diego Penny,4-3-3,4-2-3-1,Jordy Espinoza,Match Report,,Universidad San Martin
2020-09-25,13:00,Liga 1,Torneo Apertura,Fri,Away,L,3,4,Sport Huancayo,,,Diego Penny,4-3-3,4-2-3-1,Roberto Pérez,Match Report,,Universidad San Martin
2020-09-29,15:30,Liga 1,Torneo Apertura,Tue,Home,L,0,1,U César Vallejo,,,Saúl Salas,4-3-3,4-2-3-1,Augusto Menéndez,Match Report,,Universidad San Martin
2020-10-02,11:00,Liga 1,Torneo Apertura,Fri,Away,W,2,1,Carlos Stein,,,Diego Penny,4-3-3,4-2-3-1,José Mendoza,Match Report,,Universidad San Martin
2020-10-10,11:00,Liga 1,Torneo Apertura,Sat,Home,D,1,1,Sport Boys,,,Diego Penny,4-3-3,4-4-2,Kevin Ortega,Match Report,,Universidad San Martin
2020-10-13,13:15,Liga 1,Torneo Apertura,Tue,Away,W,1,0,Alianza Lima,,,Diego Penny,4-3-3,4-3-3,Edwin Ordóñez,Match Report,,Universidad San Martin
2020-10-16,15:00,Liga 1,Torneo Apertura,Fri,Home,W,2,1,Cantolao,,,Diego Penny,4-3-3,4-2-3-1,Joel Alarcón,Match Report,,Universidad San Martin
2020-10-26,13:00,Liga 1,Group Stage,Mon,Away,W,1,0,Alianza Univ,,,Diego Penny,4-3-3,4-4-2,Renzo Castañeda,Match Report,,Universidad San Martin
2020-10-31,13:15,Liga 1,Group Stage,Sat,Home,L,0,2,Binacional,,,Diego Penny,4-3-3,4-2-3-1,Edwin Ordóñez,Match Report,,Universidad San Martin
2020-11-04,11:00,Liga 1,Group Stage,Wed,Away,W,2,0,Carlos Stein,,,Diego Penny,4-3-3,4-4-1-1,Luis Garay Evia,Match Report,,Universidad San Martin
2020-11-07,18:00,Liga 1,Group Stage,Sat,Home,L,0,2,Sporting Cristal,,,Diego Penny,4-3-3,4-3-3,Edwin Ordóñez,Match Report,,Universidad San Martin
2020-11-11,11:00,Liga 1,Group Stage,Wed,Away,W,2,0,Atlético Grau,,,Diego Penny,4-3-3,4-2-3-1,Miguel Santiváñez,Match Report,,Universidad San Martin
2020-11-14,13:15,Liga 1,Group Stage,Sat,Away,W,3,2,Universitario,,,Diego Penny,4-3-3,4-2-3-1,Renzo Castañeda,Match Report,,Universidad San Martin
2020-11-19,15:30,Liga 1,Group Stage,Thu,Home,D,1,1,UTC,,,Diego Penny,4-3-3,4-4-2,Fernando Legario,Match Report,,Universidad San Martin
2020-11-23,11:00,Liga 1,Group Stage,Mon,Away,W,2,1,Cantolao,,,Diego Penny,4-3-3,4-2-3-1,Víctor Carrillo,Match Report,,Universidad San Martin
2020-11-30,11:00,Liga 1,Group Stage,Mon,Home,L,1,2,Cienciano,,,Diego Penny,4-3-3,5-3-2,Augusto Menéndez,Match Report,,Universidad San Martin
2020-02-03,15:00,Liga 1,Torneo Apertura,Mon,Home,L,0,2,Binacional,,,Alfredo Ramúa,4-4-2,4-2-3-1,Michael Espinoza,Match Report,,Cusco
2020-02-09,11:00,Liga 1,Torneo Apertura,Sun,Away,L,2,3,Sporting Cristal,,,Alfredo Ramúa,4-4-2,4-1-4-1,José Mendoza,Match Report,,Cusco
2020-02-13,19:30,Sudamericana,First stage,Thu,Home,W,2,0,clAudax Italiano,39,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Luis Quiroz,Match Report,Leg 1 of 2,Cusco
2020-02-17,15:00,Liga 1,Torneo Apertura,Mon,Away,L,1,2,UTC,,,Danilo Carando,4-4-2,4-2-3-1,Hibert Villegas,Match Report,,Cusco
2020-02-22,15:30,Liga 1,Torneo Apertura,Sat,Home,W,3,1,Melgar,,,Alfredo Ramúa,4-2-3-1,4-1-4-1,Luis Garay Evia,Match Report,,Cusco
2020-02-27,21:30,Sudamericana,First stage,Thu,Away,L,0,3,clAudax Italiano,40,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Augusto Aragón,Match Report,Leg 2 of 2; Audax Italiano won,Cusco
2020-03-02,20:00,Liga 1,Torneo Apertura,Mon,Away,L,2,3,Sport Huancayo,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Cusco
2020-03-07,15:00,Liga 1,Torneo Apertura,Sat,Home,W,2,1,U César Vallejo,,,Alfredo Ramúa,4-2-3-1,5-3-2,Eduardo Chirinos,Match Report,,Cusco
2020-08-19,11:00,Liga 1,Torneo Apertura,Wed,Away,W,2,1,Carlos Stein,,,Alfredo Ramúa,4-2-3-1,4-4-1-1,Roberto Pérez,Match Report,,Cusco
2020-08-26,18:00,Liga 1,Torneo Apertura,Wed,Home,W,2,0,Sport Boys,,,Danilo Carando,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Cusco
2020-08-29,13:15,Liga 1,Torneo Apertura,Sat,Away,D,0,0,Alianza Lima,,,Danilo Carando,4-2-3-1,4-2-3-1,Víctor Carrillo,Match Report,,Cusco
2020-09-08,13:15,Liga 1,Torneo Apertura,Tue,Home,D,1,1,Cantolao,,,Juan Pretel,4-3-2-1,4-4-2,Micke Palomino,Match Report,,Cusco
2020-09-14,11:00,Liga 1,Torneo Apertura,Mon,Away,W,2,1,USMP,,,Alfredo Ramúa,4-3-2-1,4-3-3,Jonathan Zamora,Match Report,,Cusco
2020-09-19,15:30,Liga 1,Torneo Apertura,Sat,Home,L,2,3,Cienciano,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Cusco
2020-09-23,11:00,Liga 1,Torneo Apertura,Wed,Away,L,0,1,Alianza Univ,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,José Mendoza,Match Report,,Cusco
2020-09-28,12:00,Liga 1,Torneo Apertura,Mon,Home,D,2,2,Llacuabamba,,,Alfredo Ramúa,4-2-3-1,4-2-2-2,Gean Pierre Barbagelatta,Match Report,,Cusco
2020-10-01,15:00,Liga 1,Torneo Apertura,Thu,Away,D,1,1,Ayacucho,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Fernando Legario,Match Report,,Cusco
2020-10-05,10:30,Liga 1,Torneo Apertura,Mon,Home,L,0,4,Mannucci,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Cusco
2020-10-10,15:00,Liga 1,Torneo Apertura,Sat,Away,D,1,1,Atlético Grau,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Alejandro Villanueva,Match Report,,Cusco
2020-10-13,10:30,Liga 1,Torneo Apertura,Tue,Home,D,1,1,Dep Municipal,,,Jair Céspedes,4-2-3-1,4-2-3-1,Luis Seminario,Match Report,,Cusco
2020-10-19,14:00,Liga 1,Torneo Apertura,Mon,Away,L,2,3,Universitario,,,Alfredo Ramúa,4-2-3-1,4-1-4-1,Michael Espinoza,Match Report,,Cusco
2020-10-23,11:00,Liga 1,Group Stage,Fri,Home,W,3,1,Melgar,,,Alfredo Ramúa,4-3-3,4-2-3-1,Víctor Carrillo,Match Report,,Cusco
2020-10-29,15:30,Liga 1,Group Stage,Thu,Away,W,2,0,Mannucci,,,Alfredo Ramúa,4-3-3,4-2-3-1,Ramón Blanco,Match Report,,Cusco
2020-11-02,11:00,Liga 1,Group Stage,Mon,Home,L,1,2,Sport Boys,,,Alfredo Ramúa,4-3-3,4-4-2,Edwin Ordóñez,Match Report,,Cusco
2020-11-06,11:00,Liga 1,Group Stage,Fri,Home,D,0,0,Sport Huancayo,,,Alfredo Ramúa,4-3-3,4-4-1-1,Hibert Villegas,Match Report,,Cusco
2020-11-10,15:30,Liga 1,Group Stage,Tue,Away,D,1,1,Dep Municipal,,,Alfredo Ramúa,4-2-3-1,5-4-1,Augusto Menéndez,Match Report,,Cusco
2020-11-16,15:30,Liga 1,Group Stage,Mon,Home,W,1,0,Alianza Lima,,,Alfredo Ramúa,4-2-3-1,4-4-2,Roberto Pérez,Match Report,,Cusco
2020-11-20,11:00,Liga 1,Group Stage,Fri,Away,L,1,3,Ayacucho,,,Alfredo Ramúa,4-2-3-1,3-4-3,Diego Haro,Match Report,,Cusco
2020-11-24,15:30,Liga 1,Group Stage,Tue,Home,D,1,1,U César Vallejo,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Roberto Pérez,Match Report,,Cusco
2020-11-28,11:00,Liga 1,Group Stage,Sat,Away,W,3,2,Llacuabamba,,,Alfredo Ramúa,4-2-3-1,4-2-3-1,Luis Ciriaco Liñan,Match Report,,Cusco
2020-02-03,15:00,Liga 1,Torneo Apertura,Mon,Away,W,2,0,Cusco,,,Reimond Manco,4-2-3-1,4-4-2,Michael Espinoza,Match Report,,Binacional
2020-02-08,15:00,Liga 1,Torneo Apertura,Sat,Home,L,2,4,Melgar,,,Reimond Manco,4-2-3-1,4-1-4-1,Roberto Pérez,Match Report,,Binacional
2020-02-14,20:00,Liga 1,Torneo Apertura,Fri,Away,W,2,0,U César Vallejo,,,Reimond Manco,4-4-2,3-4-3,Renzo Castañeda,Match Report,,Binacional
2020-02-21,18:00,Liga 1,Torneo Apertura,Fri,Home,W,1,0,UTC,,,Yorkman Tello,4-2-3-1,4-3-1-2,Ramón Blanco,Match Report,,Binacional
2020-03-01,15:00,Liga 1,Torneo Apertura,Sun,Away,D,1,1,Carlos Stein,,,,,,Luis Seminario,Match Report,,Binacional
2020-03-05,19:00,Libertadores,Group stage,Thu,Home,W,2,1,brSão Paulo,47,,Yorkman Tello,4-2-3-1,4-2-3-1,José Méndez,Match Report,,Binacional
2020-03-08,19:30,Liga 1,Torneo Apertura,Sun,Home,W,3,1,Sport Boys,,,Yorkman Tello,4-2-3-1,4-3-3,Michael Espinoza,Match Report,,Binacional
2020-03-11,19:15,Libertadores,Group stage,Wed,Away,L,0,8,arRiver Plate,29,,Yorkman Tello,5-3-2,3-5-2,Jesús Valenzuela,Match Report,,Binacional
2020-08-10,13:15,Liga 1,Torneo Apertura,Mon,Away,L,0,3,Alianza Lima,,,,,,,Match Report,Match awarded to Alianza Lima,Binacional
2020-08-25,11:00,Liga 1,Torneo Apertura,Tue,Home,L,2,3,Cantolao,,,John Fajardo,4-2-3-1,4-2-3-1,Edwin Ordóñez,Match Report,,Binacional
2020-09-01,13:15,Liga 1,Torneo Apertura,Tue,Away,D,0,0,USMP,,,Yorkman Tello,4-2-3-1,4-4-2,Fernando Legario,Match Report,,Binacional
2020-09-07,18:00,Liga 1,Torneo Apertura,Mon,Home,D,0,0,Cienciano,,,Yorkman Tello,4-2-3-1,4-2-3-1,Ramón Blanco,Match Report,,Binacional
2020-09-11,11:00,Liga 1,Torneo Apertura,Fri,Away,W,2,1,Alianza Univ,,,Yorkman Tello,4-4-2,4-3-3,Diego Haro,Match Report,,Binacional
2020-09-15,19:30,Libertadores,Group stage,Tue,Home,L,0,1,ecLDU de Quito,44,,Yorkman Tello,4-4-2,4-2-3-1,Ivo Méndez,Match Report,,Binacional
2020-09-18,13:00,Liga 1,Torneo Apertura,Fri,Home,W,2,1,Llacuabamba,,,Yorkman Tello,4-2-3-1,4-3-3,Edwin Ordóñez,Match Report,,Binacional
2020-09-22,19:30,Libertadores,Group stage,Tue,Home,L,0,6,arRiver Plate,30,,Yorkman Tello,4-5-1,4-1-3-2,Gery Vargas,Match Report,,Binacional
2020-09-24,15:30,Liga 1,Torneo Apertura,Thu,Away,L,0,1,Ayacucho,,,Yorkman Tello,4-2-3-1,4-2-3-1,Víctor Carrillo,Match Report,,Binacional
2020-09-26,15:30,Liga 1,Torneo Apertura,Sat,Home,L,0,1,Mannucci,,,Yorkman Tello,4-5-1,4-2-3-1,Ramón Blanco,Match Report,,Binacional
2020-09-29,19:30,Libertadores,Group stage,Tue,Away,L,0,4,ecLDU de Quito,34,,Yorkman Tello,4-5-1,4-4-2,John J. Ospina,Match Report,,Binacional
2020-10-03,13:00,Liga 1,Torneo Apertura,Sat,Home,L,1,3,Dep Municipal,,,Yorkman Tello,4-3-3,4-2-3-1,Michael Espinoza,Match Report,,Binacional
2020-10-07,15:30,Liga 1,Torneo Apertura,Wed,Away,D,2,2,Atlético Grau,,,Yorkman Tello,4-2-3-1,4-2-3-1,Kevin Ortega,Match Report,,Binacional
2020-10-10,15:30,Liga 1,Torneo Apertura,Sat,Away,D,1,1,Universitario,,,Jeickson Reyes,4-2-3-1,4-1-4-1,Edwin Ordóñez,Match Report,,Binacional
2020-10-13,15:30,Liga 1,Torneo Apertura,Tue,Away,L,0,1,Sport Huancayo,,,Jeickson Reyes,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Binacional
2020-10-17,18:00,Liga 1,Torneo Apertura,Sat,Home,L,3,6,Sporting Cristal,,,Yorkman Tello,4-2-3-1,4-3-3,Diego Haro,Match Report,,Binacional
2020-10-20,21:30,Libertadores,Group stage,Tue,Away,L,1,5,brSão Paulo,26,,Jeickson Reyes,4-5-1,4-4-2,Facundo Tello,Match Report,,Binacional
2020-10-26,18:00,Liga 1,Group Stage,Mon,Away,L,0,3,UTC,,,Jeickson Reyes,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Binacional
2020-10-31,13:15,Liga 1,Group Stage,Sat,Away,W,2,0,USMP,,,Yorkman Tello,4-2-3-1,4-3-3,Edwin Ordóñez,Match Report,,Binacional
2020-11-04,15:30,Liga 1,Group Stage,Wed,Home,W,2,1,Alianza Univ,,,Yorkman Tello,4-2-3-1,4-4-2,Michael Espinoza,Match Report,,Binacional
2020-11-07,13:15,Liga 1,Group Stage,Sat,Away,D,1,1,Cienciano,,,Yorkman Tello,4-3-3,3-5-2,Kevin Ortega,Match Report,,Binacional
2020-11-10,11:00,Liga 1,Group Stage,Tue,Home,W,1,0,Cantolao,,,Yorkman Tello,4-3-3,4-4-2,Edwin Ordóñez,Match Report,,Binacional
2020-11-14,18:00,Liga 1,Group Stage,Sat,Home,L,1,2,Sporting Cristal,,,Yorkman Tello,4-3-3,4-3-3,Michael Espinoza,Match Report,,Binacional
2020-11-21,11:00,Liga 1,Group Stage,Sat,Away,W,3,1,Carlos Stein,,,Yorkman Tello,4-3-3,4-2-3-1,Miguel Santiváñez,Match Report,,Binacional
2020-11-24,15:00,Liga 1,Group Stage,Tue,Home,L,1,3,Atlético Grau,,,Yorkman Tello,4-3-3,4-1-4-1,José Mendoza,Match Report,,Binacional
2020-11-30,13:15,Liga 1,Group Stage,Mon,Home,L,0,2,Universitario,,,Yorkman Tello,4-2-3-1,4-2-3-1,Micke Palomino,Match Report,,Binacional
2020-02-02,15:30,Liga 1,Torneo Apertura,Sun,Home,W,3,2,Llacuabamba,,,Paolo de la Haza,4-3-3,4-2-3-1,Fernando Legario,Match Report,,Sport Boys
2020-02-07,15:00,Liga 1,Torneo Apertura,Fri,Away,L,1,2,Ayacucho,,,Jesús Chávez,4-2-3-1,4-4-2,Jorge Panta,Match Report,,Sport Boys
2020-02-15,16:00,Liga 1,Torneo Apertura,Sat,Home,D,3,3,Mannucci,,,Paolo de la Haza,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Sport Boys
2020-02-22,13:15,Liga 1,Torneo Apertura,Sat,Away,W,3,2,Atlético Grau,,,,,,Renzo Castañeda,Match Report,,Sport Boys
2020-03-01,15:00,Liga 1,Torneo Apertura,Sun,Home,D,3,3,Universitario,,,Jesús Chávez,4-3-3,4-4-2,Joel Alarcón,Match Report,,Sport Boys
2020-03-08,19:30,Liga 1,Torneo Apertura,Sun,Away,L,1,3,Binacional,,,Jesús Chávez,4-3-3,4-2-3-1,Michael Espinoza,Match Report,,Sport Boys
2020-08-18,13:15,Liga 1,Torneo Apertura,Tue,Home,L,1,4,Sporting Cristal,,,Paolo de la Haza,4-2-3-1,4-2-3-1,Miguel Santiváñez,Match Report,,Sport Boys
2020-08-26,18:00,Liga 1,Torneo Apertura,Wed,Away,L,0,2,Cusco,,,Adán Balbín,4-2-3-1,4-2-3-1,Diego Haro,Match Report,,Sport Boys
2020-08-31,18:00,Liga 1,Torneo Apertura,Mon,Home,W,1,0,Melgar,,,Adán Balbín,4-2-3-1,4-2-3-1,José Mendoza,Match Report,,Sport Boys
2020-09-07,15:30,Liga 1,Torneo Apertura,Mon,Away,L,1,2,UTC,,,Adán Balbín,4-2-3-1,4-3-3,Augusto Menéndez,Match Report,,Sport Boys
2020-09-12,11:30,Liga 1,Torneo Apertura,Sat,Home,L,0,1,Sport Huancayo,,,Adán Balbín,4-3-3,4-2-3-1,Eduardo Chirinos,Match Report,,Sport Boys
2020-09-17,15:30,Liga 1,Torneo Apertura,Thu,Away,L,0,2,U César Vallejo,,,Paolo de la Haza,4-3-3,4-2-3-1,Ramón Blanco,Match Report,,Sport Boys
2020-09-21,11:00,Liga 1,Torneo Apertura,Mon,Home,L,0,1,Carlos Stein,,,Jesús Chávez,4-3-3,4-2-3-1,Joel Alarcón,Match Report,,Sport Boys
2020-09-25,18:00,Liga 1,Torneo Apertura,Fri,Home,D,1,1,Dep Municipal,,,Jesús Chávez,4-3-3,4-2-3-1,Micke Palomino,Match Report,,Sport Boys
2020-10-03,10:30,Liga 1,Torneo Apertura,Sat,Home,L,1,2,Cantolao,,,Jesús Chávez,4-2-3-1,4-1-4-1,Augusto Menéndez,Match Report,,Sport Boys
2020-10-07,13:00,Liga 1,Torneo Apertura,Wed,Away,D,1,1,Alianza Lima,,,Jesús Chávez,4-2-3-1,4-2-3-1,Ramón Blanco,Match Report,,Sport Boys
2020-10-10,11:00,Liga 1,Torneo Apertura,Sat,Away,D,1,1,USMP,,,Jesús Chávez,4-4-2,4-3-3,Kevin Ortega,Match Report,,Sport Boys
2020-10-14,13:15,Liga 1,Torneo Apertura,Wed,Home,W,2,1,Cienciano,,,Paolo de la Haza,4-4-2,4-2-3-1,Augusto Menéndez,Match Report,,Sport Boys
2020-10-17,15:30,Liga 1,Torneo Apertura,Sat,Away,W,1,0,Alianza Univ,,,Jesús Chávez,4-4-2,4-2-2-2,Víctor Carrillo,Match Report,,Sport Boys
2020-10-24,10:30,Liga 1,Group Stage,Sat,Away,L,0,3,Llacuabamba,,,,4-4-2,4-2-3-1,Miguel Santiváñez,Match Report,,Sport Boys
2020-10-30,11:00,Liga 1,Group Stage,Fri,Home,W,3,2,Sport Huancayo,,,Jesús Chávez,4-4-2,4-2-3-1,Roberto Pérez,Match Report,,Sport Boys
2020-11-02,11:00,Liga 1,Group Stage,Mon,Away,W,2,1,Cusco,,,Jean Tragodara,4-4-2,4-3-3,Edwin Ordóñez,Match Report,,Sport Boys
2020-11-05,15:30,Liga 1,Group Stage,Thu,Home,W,1,0,Dep Municipal,,,Manuel Tejada,4-2-3-1,5-4-1,Diego Haro,Match Report,,Sport Boys
2020-11-09,18:00,Liga 1,Group Stage,Mon,Away,L,1,4,Melgar,,,Jesús Chávez,4-3-3,4-2-3-1,Víctor Carrillo,Match Report,,Sport Boys
2020-11-16,11:00,Liga 1,Group Stage,Mon,Home,L,0,4,Mannucci,,,Jesús Chávez,4-2-3-1,4-2-3-1,Joel Alarcón,Match Report,,Sport Boys
2020-11-21,15:30,Liga 1,Group Stage,Sat,Away,W,2,0,Alianza Lima,,,Jesús Chávez,4-2-3-1,4-4-2,Edwin Ordóñez,Match Report,,Sport Boys
2020-11-24,11:00,Liga 1,Group Stage,Tue,Home,L,0,1,Ayacucho,,,Jesús Chávez,4-2-3-1,3-5-1-1,Fernando Legario,Match Report,,Sport Boys
2020-11-30,15:30,Liga 1,Group Stage,Mon,Away,L,1,3,U César Vallejo,,,Jesús Chávez,4-4-2,5-4-1,Miguel Santiváñez,Match Report,,Sport Boys
2020-02-01,20:00,Liga 1,Torneo Apertura,Sat,Away,D,1,1,U César Vallejo,,,Diego Melián,4-2-3-1,3-4-3,Edwin Ordóñez,Match Report,,Deportivo Municipal
2020-02-09,19:30,Liga 1,Torneo Apertura,Sun,Home,D,0,0,UTC,,,Diego Melián,4-2-3-1,4-2-3-1,Jesús Cartagena,Match Report,,Deportivo Municipal
2020-02-16,17:45,Liga 1,Torneo Apertura,Sun,Away,D,1,1,Sport Huancayo,,,Diego Melián,4-2-3-1,4-2-3-1,Eduardo Chirinos,Match Report,,Deportivo Municipal
